"hotel_City Hotel","hotel_Resort Hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal_BB","meal_FB","meal_HB","meal_SC","country","market_segment_Aviation","market_segment_Complementary","market_segment_Corporate","market_segment_Direct","market_segment_Groups","market_segment_Offline TA/TO","market_segment_Online TA","distribution_channel_Corporate","distribution_channel_Direct","distribution_channel_GDS","distribution_channel_TA/TO","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type_No Deposit","deposit_type_Non Refund","deposit_type_Refundable","agent","company","days_in_waiting_list","customer_type_Contract","customer_type_Group","customer_type_Transient","customer_type_Transient-Party","adr","required_car_parking_spaces","total_of_special_requests"
1,0,1,0.119236883942766,1,7,29,11,0.0769230769230769,0.03125,1,0,0,1,0,0,0,96,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,0,1,0,0,"9","0",0,0,0,1,0,0.48714859437751,0,0
0,1,1,0.163751987281399,3,1,4,22,0.307692307692308,0.28125,2,2,0,1,0,0,0,108,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,7,0,1,0,0,"240","0",0,0,0,1,0,0.337349397590361,0,0
0,1,1,0.238473767885533,1,11,46,10,0.153846153846154,0.09375,2,0,0,1,0,0,0,92,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"314","0",0,0,0,1,0,0.113413654618474,0,0
1,0,0,0.502384737678855,1,5,22,26,0,0.09375,1,0,0,1,0,0,0,92,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,"30","0",0,0,0,0,1,0.393574297188755,0,0
1,0,0,0.0508744038155803,1,7,28,4,0.0769230769230769,0.03125,1,0,0,1,0,0,0,92,0,0,1,0,0,0,0,1,0,0,0,1,0.0384615384615385,0.178571428571429,1,1,0,1,0,0,"0","40",0,0,0,1,0,0.253012048192771,0,1
0,1,0,0.275039745627981,1,7,31,25,0.153846153846154,0.15625,3,0,0,0,0,1,0,95,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,4,0,1,0,0,"11","0",0,0,0,1,0,0.781204819277108,0,0
1,0,0,0.375198728139905,3,7,27,4,0,0.09375,2,0,0,1,0,0,0,31,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,0,1,0,0,"16","0",0,0,0,0,1,0.313654618473896,0,0
1,0,0,0.405405405405405,3,3,13,30,0,0.09375,2,0,0,1,0,0,0,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"7","0",0,0,0,1,0,0.27574297188755,0,2
1,0,0,0.19872813990461,1,4,16,12,0,0.15625,2,0,0,1,0,0,0,54,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,0,1,0,0,"8","0",0,0,0,1,0,0.39136546184739,0,0
1,0,0,0.235294117647059,1,7,30,19,0,0.15625,2,0,0,1,0,0,0,103,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"7","0",0,0,0,1,0,0.31004016064257,0,1
1,0,0,0.0492845786963434,3,5,20,14,0.153846153846154,0.03125,1,0,0,1,0,0,0,31,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,"459","0",0,0,0,0,1,0.514056224899598,0,0
1,0,0,0.257551669316375,2,9,38,17,0,0.09375,2,0,0,1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"3","0",0,0,0,0,1,0.273092369477912,0,0
1,0,1,0.0699523052464229,1,2,8,17,0,0.09375,2,0,0,1,0,0,0,92,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,"44","0",0.00767263427109974,0,0,1,0,0.293172690763052,0,0
1,0,0,0.125596184419714,3,1,4,26,0,0.03125,1,0,0,1,0,0,0,90,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,"0","365",0,0,0,0,1,0.333333333333333,0,0
0,1,0,0.00158982511923688,1,10,45,30,0.153846153846154,0,2,0,0,1,0,0,0,92,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"240","0",0,0,0,1,0,0.257028112449799,1,1
1,0,0,0.127186009538951,1,11,45,4,0.0769230769230769,0.0625,2,0,0,1,0,0,0,85,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,"9","0",0,0,0,1,0,0.371887550200803,0,1
1,0,0,0.0222575516693164,1,11,48,25,0,0.03125,2,0,0,1,0,0,0,92,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,0,1,0,0,"0","369",0,0,0,0,1,0.29718875502008,1,0
1,0,0,0.0842607313195548,3,6,24,15,0.153846153846154,0.15625,2,0,0,0,0,0,1,31,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.55421686746988,0,1
1,0,0,0.0111287758346582,2,8,36,31,0.0769230769230769,0.15625,2,0,0,1,0,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,"14","0",0,0,0,1,0,0.293172690763052,0,0
1,0,1,0.0937996820349762,3,2,8,19,0.153846153846154,0.0625,3,2,0,1,0,0,0,92,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,7,0,1,0,0,"83","0",0,0,0,1,0,0.653815261044177,0,0
1,0,0,0.201907790143084,1,11,45,2,0.0769230769230769,0.125,2,0,0,1,0,0,0,31,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.353413654618474,0,3
1,0,0,0,1,4,17,18,0.0769230769230769,0,1,0,0,1,0,0,0,92,0,0,1,0,0,0,0,1,0,0,0,1,0,0.0714285714285714,1,1,0,1,0,0,"0","40",0,0,0,1,0,0.253012048192771,0,0
1,0,0,0.014308426073132,3,3,10,7,0,0.0625,1,0,0,1,0,0,0,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,1,1,0,0,"9","0",0,0,0,1,0,0.465863453815261,0,0
0,1,0,0.319554848966614,2,9,38,19,0.153846153846154,0.15625,2,0,0,0,0,1,0,42,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,4,0,1,0,0,"2","0",0,0,0,1,0,0.397309236947791,0,0
0,1,0,0.095389507154213,2,8,33,11,0,0.125,2,2,0,1,0,0,0,92,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,3,0,1,0,0,"250","0",0,0,0,1,0,0.746987951807229,0,0
1,0,0,0.00794912559618442,1,3,13,21,0.0769230769230769,0.03125,1,0,0,0,0,0,1,37,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.349397590361446,0,1
1,0,0,0.149443561208267,1,4,18,28,0,0.0625,2,0,0,1,0,0,0,31,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,0,1,0.440160642570281,0,0
0,1,0,0,1,2,8,18,0,0.03125,2,0,0,1,0,0,0,92,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,5,0,1,0,0,"0","0",0,0,0,1,0,0.253012048192771,0,0
0,1,0,0.0095389507154213,1,12,50,6,0,0.03125,1,0,0,1,0,0,0,92,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4,0,1,0,0,"104","0",0,0,0,1,0,0.158232931726908,0,0
1,0,0,0.103338632750397,3,3,11,16,0.0769230769230769,0.09375,2,0,0,1,0,0,0,103,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.360642570281125,0,0
1,0,1,0.240063593004769,3,5,19,13,0.153846153846154,0.0625,2,0,0,1,0,0,0,92,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,"0","0",0,0,0,1,0,0.373493975903614,0,0
1,0,1,1,3,3,13,30,0,0.0625,2,0,0,1,0,0,0,92,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,"1","0",0,0,0,1,0,0.240963855421687,0,0
1,0,1,0.00635930047694754,1,9,40,26,0.0769230769230769,0.03125,1,0,0,1,0,0,0,92,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"147","0",0,0,0,0,1,0.385943775100402,0,0
1,0,1,0.208267090620032,3,7,30,25,0,0.09375,2,0,0,1,0,0,0,64,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.516064257028112,0,0
1,0,0,0.1939586645469,1,8,32,2,0,0.09375,2,0,0,1,0,0,0,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1,0,1,0,0,"9","0",0,0,0,1,0,0.469076305220884,0,1
0,1,1,0.101748807631161,3,7,29,20,0.0769230769230769,0.09375,2,0,0,1,0,0,0,92,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4,4,0,1,0,0,"531","0",0,0,0,1,0,0.534136546184739,0,0
1,0,0,0.0158982511923688,3,1,1,7,0.153846153846154,0.09375,3,0,0,1,0,0,0,18,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,5,2,1,0,0,"9","0",0,0,0,1,0,0.433012048192771,0,2
0,1,0,0.0779014308426073,2,10,44,28,0.153846153846154,0.15625,1,0,0,0,0,1,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,"0","0",0,0,0,1,0,0.272128514056225,1,1
1,0,0,0.00158982511923688,2,8,36,30,0.153846153846154,0.0625,2,0,0,1,0,0,0,92,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,"0","0",0,0,0,1,0,0.449799196787149,0,0
1,0,0,0.0492845786963434,3,6,26,27,0,0.03125,1,0,0,1,0,0,0,61,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.389558232931727,0,2
1,0,0,0.0461049284578696,3,3,11,14,0,0.125,2,0,0,1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"85","0",0,0,0,1,0,0.265060240963855,0,0
1,0,1,0.235294117647059,2,8,32,5,0,0.09375,2,0,0,1,0,0,0,92,0,0,0,0,0,0,1,0,0,0,1,0,0.0384615384615385,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.299196787148594,0,0
1,0,0,0.00476947535771065,1,8,32,1,0.0769230769230769,0.03125,2,0,0,0,0,0,1,57,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.429718875502008,0,1
1,0,1,0.0158982511923688,1,1,3,15,0,0.0625,2,0,0,1,0,0,0,58,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.34136546184739,0,1
1,0,0,0.0254372019077901,2,9,39,25,0.153846153846154,0.125,1,0,0,1,0,0,0,39,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,"1","0",0,0,0,1,0,0.674698795180723,0,0
0,1,0,0.101748807631161,1,9,40,30,0.153846153846154,0.125,3,0,0,1,0,0,0,96,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,4,0,1,0,0,"244","0",0,0,0,1,0,0.416746987951807,0,0
1,0,1,0.00476947535771065,1,11,46,12,0,0.03125,2,2,0,1,0,0,0,92,0,0,0,1,0,0,0,0,1,0,0,1,0,0.0535714285714286,6,6,0,1,0,0,"0","0",0,0,0,1,0,0.293172690763052,0,1
1,0,0,0.0794912559618442,3,2,5,3,0,0.0625,1,0,0,0,0,0,1,31,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,"195","0",0,0,0,1,0,0.305220883534137,0,0
1,0,1,0.422893481717011,3,5,18,3,0,0.09375,2,0,0,1,0,0,0,92,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,"58","0",0,0,0,1,0,0.393574297188755,0,0
1,0,0,0.405405405405405,1,12,53,27,0,0.09375,2,0,0,1,0,0,0,42,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,1,0,0,"79","0",0,0,0,1,0,0.243534136546185,0,0
1,0,1,0.0190779014308426,2,11,48,23,0.0769230769230769,0.09375,1,0,0,1,0,0,0,92,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,"14","0",0,0,0,1,0,0.339357429718876,0,0
1,0,0,0.100158982511924,1,5,19,7,0,0.03125,2,2,0,1,0,0,0,85,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,7,0,1,0,0,"14","0",0,0,0,1,0,0.769076305220884,0,1
1,0,1,0.232114467408585,3,7,28,11,0,0.03125,2,1,0,1,0,0,0,71,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.494377510040161,0,0
1,0,1,0.220985691573927,3,6,24,12,0.0769230769230769,0.03125,2,0,0,1,0,0,0,92,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,"20","0",0,0,0,1,0,0.433734939759036,0,0
1,0,0,0.00635930047694754,2,8,35,25,0,0.125,2,0,0,1,0,0,0,37,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"1","0",0,0,0,0,1,0.240963855421687,0,0
1,0,1,0.0476947535771065,1,6,23,2,0,0.0625,2,0,0,1,0,0,0,92,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,"235","0",0,0,0,1,0,0.55421686746988,0,0
0,1,0,0.0747217806041336,3,3,12,20,0.0769230769230769,0.125,1,0,0,1,0,0,0,54,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"91","0",0,0,0,0,1,0.186746987951807,0,0
1,0,0,0.254372019077901,3,6,25,19,0.0769230769230769,0.09375,2,0,0,0,0,1,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,4,1,1,0,0,"14","0",0,0,0,1,0,0.632530120481928,0,0
1,0,0,0.190779014308426,3,4,16,17,0.0769230769230769,0.125,1,0,0,0,0,0,1,31,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,"9","0",0,0,0,0,1,0.42570281124498,0,5
0,1,0,0.0906200317965024,1,7,28,8,0,0.0625,2,2,0,1,0,0,0,53,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,3,1,1,0,0,"250","0",0,0,0,1,0,0.755020080321285,0,0
1,0,0,0.176470588235294,1,7,30,23,0.153846153846154,0.09375,2,0,0,0,0,1,0,92,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.552208835341365,0,1
1,0,1,0.0540540540540541,3,3,10,11,0.153846153846154,0.03125,2,0,0,0,0,1,0,21,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,0,1,0,0,"9","0",0,0,0,1,0,0.631847389558233,0,0
1,0,0,0,3,2,5,4,0.0769230769230769,0.03125,2,0,0,1,0,0,0,92,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,0,1,0,0,"0","0",0,0,0,1,0,0.345381526104418,0,0
1,0,1,0.103338632750397,1,5,22,23,0.0769230769230769,0.03125,1,0,0,1,0,0,0,92,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0,"14","0",0,0,0,0,1,0.333333333333333,0,0
1,0,0,0.0747217806041336,2,12,49,5,0.153846153846154,0.03125,2,0,0,1,0,0,0,37,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"1","0",0,0,0,0,1,0.240963855421687,0,0
1,0,0,0.717011128775835,3,7,28,12,0,0.09375,2,0,0,1,0,0,0,42,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"229","0",0,0,0,0,1,0.444457831325301,0,2
1,0,0,0.166931637519873,3,5,18,5,0.0769230769230769,0.0625,2,0,0,1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"28","0",0,0,0,1,0,0.333333333333333,0,0
0,1,1,0.241653418124006,3,5,22,30,0.153846153846154,0.21875,2,0,0,1,0,0,0,54,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,5,0,1,0,0,"240","0",0,0,0,1,0,0.531887550200803,0,1
1,0,0,0.0699523052464229,3,6,25,18,0.153846153846154,0.0625,2,0,0,1,0,0,0,42,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"83","0",0,0,0,1,0,0.485943775100402,0,0
0,1,0,0.0461049284578696,2,9,36,3,0.0769230769230769,0.09375,2,0,0,1,0,0,0,92,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,6,0,1,0,0,"8","0",0,1,0,0,0,0.431726907630522,0,1
1,0,1,0.186009538950715,1,4,18,29,0,0.0625,2,0,0,1,0,0,0,92,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,5,0,1,0,0,"11","0",0,0,0,1,0,0.417028112449799,0,0
0,1,1,0.319554848966614,1,6,27,30,0.153846153846154,0.25,2,1,0,0,0,1,0,92,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"240","0",0,0,0,1,0,0.562248995983936,0,2
1,0,0,0.00794912559618442,2,9,36,1,0,0.09375,2,0,0,0,0,0,1,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,1,0,0,0,0.377510040160643,0,0
1,0,0,0.170111287758347,1,6,24,10,0,0.03125,1,0,0,1,0,0,0,92,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,1,0,0,"187","0",0,0,0,0,1,0.473895582329317,0,0
1,0,0,0.0222575516693164,2,9,37,7,0.0769230769230769,0.0625,2,0,0,1,0,0,0,92,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4,0,1,0,0,"9","0",0,1,0,0,0,0.439076305220884,0,1
1,0,1,0.00635930047694754,1,8,34,20,0,0.03125,2,0,0,1,0,0,0,92,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,"0","47",0,0,0,1,0,0.480321285140562,0,0
1,0,1,0.302066772655008,1,4,15,9,0.0769230769230769,0.03125,2,0,0,1,0,0,0,92,0,0,0,0,1,0,0,0,0,0,1,1,0.5,0.0178571428571429,1,1,0,1,0,0,"0","0",0.0792838874680307,0,0,0,1,0.273092369477912,0,0
1,0,1,0.0699523052464229,3,3,11,15,0,0.125,3,0,0,1,0,0,0,92,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"23","0",0,0,0,1,0,0.433734939759036,0,0
0,1,0,0.00158982511923688,1,12,51,12,0.0769230769230769,0.09375,1,0,0,1,0,0,0,40,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,"250","0",0,0,0,1,0,0.14859437751004,0,0
0,1,0,0.0111287758346582,1,2,9,25,0,0.03125,1,0,0,1,0,0,0,92,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0357142857142857,1,4,0,1,0,0,"0","192",0,0,0,1,0,0.124497991967871,1,0
1,0,0,0.348171701112878,2,9,36,4,0.0769230769230769,0.0625,1,0,0,1,0,0,0,103,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"3","0",0,0,0,0,1,0.299879518072289,0,0
1,0,0,0.0365659777424483,3,8,32,12,0.153846153846154,0.03125,2,0,0,1,0,0,0,54,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,10,0,1,0,0,"9","0",0,0,0,1,0,0.755020080321285,0,0
0,1,0,0.230524642289348,1,7,31,30,0.153846153846154,0.15625,3,0,0,0,0,1,0,86,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,4,1,1,0,0,"253","0",0,0,0,1,0,0.733132530120482,0,1
1,0,0,0.144674085850556,3,4,16,20,0.153846153846154,0.09375,2,0,0,1,0,0,0,9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,0,1,0,0,"9","0",0,0,0,1,0,0.534136546184739,0,0
1,0,1,0.429252782193959,3,7,27,7,0,0.0625,2,0,0,0,0,1,0,58,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,0,1,0,0,"9","0",0,0,0,1,0,0.613654618473896,0,1
0,1,0,0.182829888712242,1,11,47,17,0.0769230769230769,0.09375,2,0,0,1,0,0,0,54,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,"0","0",0,0,0,0,1,0.1285140562249,0,0
1,0,0,0.255961844197138,1,8,32,3,0.0769230769230769,0.125,2,0,0,0,0,1,0,92,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,"14","0",0,0,0,1,0,0.494979919678715,0,0
1,0,1,0.176470588235294,3,4,17,27,0.0769230769230769,0.09375,2,0,0,1,0,0,0,92,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,"31","0",0,0,0,1,0,0.473895582329317,0,0
1,0,1,0.233704292527822,1,8,32,4,0.153846153846154,0.15625,2,2,0,1,0,0,0,92,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,5,0,1,0,0,"0","0",0,0,0,1,0,0.748674698795181,0,0
0,1,1,0.429252782193959,3,3,10,5,0.153846153846154,0.0625,2,0,0,0,0,1,0,92,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"26","0",0,0,0,1,0,0.216064257028112,0,0
0,1,1,0.217806041335453,3,7,29,16,0.153846153846154,0.03125,2,1,0,1,0,0,0,92,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"241","0",0,0,0,1,0,0.682730923694779,0,1
1,0,1,0.195548489666137,3,5,21,21,0.153846153846154,0.03125,2,0,0,0,0,0,1,54,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.42570281124498,0,0
1,0,0,0.00158982511923688,2,9,37,9,0,0.0625,1,0,0,1,0,0,0,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,1,0,0,"8","0",0,0,0,1,0,0.449799196787149,0,0
0,1,1,0.00158982511923688,3,6,22,2,0,0.0625,1,0,0,1,0,0,0,37,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"348","0",0,0,0,1,0,0.413654618473896,0,0
0,1,0,0,1,3,13,22,0,0.03125,2,0,0,1,0,0,0,92,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,4,0,1,0,0,"0","0",0,0,0,1,0,0.224899598393574,1,1
1,0,0,0.664546899841017,1,9,40,26,0.0769230769230769,0.0625,2,0,0,0,0,1,0,92,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"132","0",0.570332480818414,0,0,0,1,0.421686746987952,0,0
1,0,0,0.144674085850556,3,6,23,5,0.0769230769230769,0.15625,2,0,0,0,0,0,1,31,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,0,1,0.516746987951807,0,0
0,1,0,0.179650238473768,3,5,19,12,0.153846153846154,0.15625,2,0,0,1,0,0,0,42,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,0,1,0,0,"314","0",0,0,0,1,0,0.281124497991968,0,0
1,0,1,0.104928457869634,3,4,14,6,0,0.09375,1,0,0,1,0,0,0,92,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,"0","0",0.010230179028133,0,0,1,0,0.534136546184739,0,0
0,1,0,0.00158982511923688,3,6,24,13,0,0.03125,1,0,0,1,0,0,0,92,0,0,1,0,0,0,0,0,1,0,0,1,0,0.0357142857142857,1,1,1,1,0,0,"0","88",0,0,0,1,0,0.293172690763052,0,0
0,1,0,0.00317965023847377,2,12,52,26,0,0.03125,2,0,0,1,0,0,0,37,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4,0,1,0,0,"240","0",0,0,0,1,0,0.21285140562249,0,2
1,0,0,0.0429252782193959,3,2,6,11,0.153846153846154,0.15625,2,0,1,1,0,0,0,42,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,"9","0",0,0,0,1,0,0.428915662650602,0,3
1,0,1,0.027027027027027,3,2,9,26,0.153846153846154,0.03125,1,0,0,1,0,0,0,92,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,4,0,1,0,0,"30","0",0,0,0,0,1,0.293172690763052,0,0
1,0,0,0.00158982511923688,3,2,6,9,0,0.09375,2,0,0,0,0,0,1,37,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.345381526104418,1,2
1,0,1,0.125596184419714,3,4,15,9,0.153846153846154,0.03125,2,0,0,0,0,0,1,11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.389558232931727,0,0
0,1,0,0.0635930047694754,3,5,22,28,0.153846153846154,0,2,0,0,1,0,0,0,18,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,0,1,0,0,"241","0",0,0,0,1,0,0.295582329317269,0,1
0,1,1,0.095389507154213,3,3,13,28,0.153846153846154,0.15625,2,0,0,1,0,0,0,92,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"95","0",0,0,0,1,0,0.144377510040161,0,0
1,0,1,0.0190779014308426,1,12,50,10,0,0.03125,3,0,0,1,0,0,0,42,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,0,1,0,0,"9","0",0,0,0,1,0,0.63855421686747,0,0
1,0,1,0.0635930047694754,1,12,51,16,0.0769230769230769,0.0625,2,0,0,0,0,0,1,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.345381526104418,0,3
0,1,0,0.222575516693164,1,4,18,28,0.153846153846154,0.15625,2,0,0,0,0,1,0,42,0,0,0,1,0,0,0,0,1,0,0,0,0,0,7,7,0,1,0,0,"250","0",0,0,0,1,0,0.566265060240964,0,0
1,0,0,0.306836248012719,1,8,35,26,0.153846153846154,0.0625,2,0,0,1,0,0,0,40,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"9","0",0,0,0,1,0,0.37429718875502,0,0
1,0,1,0.163751987281399,2,7,29,18,0.153846153846154,0.03125,2,0,0,0,0,1,0,58,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"17","0",0,0,0,0,1,0.3714859437751,0,0
0,1,1,0.17329093799682,3,4,17,29,0.0769230769230769,0.03125,2,0,0,1,0,0,0,92,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,"240","0",0,0,0,1,0,0.333333333333333,0,0
1,0,0,0.252782193958665,1,4,15,9,0.0769230769230769,0.03125,2,0,0,1,0,0,0,40,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,"3","0",0,0,0,0,1,0.273092369477912,0,1
0,1,0,0.21939586645469,3,2,8,24,0.153846153846154,0.0625,2,0,0,1,0,0,0,37,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,"240","0",0,0,0,1,0,0.143775100401606,0,1
1,0,0,0,1,6,26,23,0,0.03125,2,2,0,1,0,0,0,92,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,5,0,1,0,0,"14","0",0,0,0,1,0,0.497991967871486,0,0
